PUID,name,extension,containerDataFormat,category,outPuid,possibleOutPuid,outputDataFormat,keepOriginal
x-fmt/245,Microsoft Project Ver. (98),mpp,false,Binary (Data),fmt/477,fmt/477,false,true
x-fmt/246,Microsoft Project Ver. (2000),,false,Binary (Data),fmt/477,fmt/477,false,true
x-fmt/247,Microsoft Project Ver. (2000-2003),mpp,false,Binary (Data),fmt/477,fmt/477,false,true
x-fmt/248,Microsoft Outlook Personal Folders (ANSI) Ver. (1997-2002),pst,false,Email,fmt/477,fmt/477,false,true
x-fmt/249,Microsoft Outlook Personal Folders (Unicode) Ver. (2003-2007),pst,false,Email,fmt/477,fmt/477,false,true
x-fmt/250,Microsoft Outlook Personal Folders,,false,Email,fmt/477,fmt/477,false,false
x-fmt/251,Microsoft Outlook Personal Folders,,false,Email,fmt/477,fmt/477,false,false
x-fmt/252,Microsoft Publisher Ver. (2.0),pub,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/253,Microsoft Publisher Ver. (95),pub,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/254,Microsoft Publisher Ver. (97),pub,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/255,Microsoft Publisher Ver. (98),pub,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/256,Microsoft Publisher Ver. (2000),pub,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/257,Microsoft Publisher Ver. (2002),pub,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/258,Microsoft Visio Drawing Ver. (2000-2002),"vsd,vss,vst",false,Presentation,fmt/477,fmt/477,false,false
x-fmt/259,Microsoft Visio Drawing Ver. (2002),,false,,x-fmt/259,x-fmt/259,false,false
x-fmt/260,WordStar for MS-DOS Document Ver. (4.0),"ws,ws4",false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/261,WordStar for MS-DOS Document Ver. (7.0),"ws,ws7",false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/262,WordStar for Windows Document Ver. (2.0),"ws,wsw",false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/263,ZIP Format,zip,true,Package,x-fmt/263,x-fmt/263,false,false
x-fmt/264,RAR Archive Ver. (2.0),rar,true,Package,x-fmt/264,x-fmt/264,false,false
x-fmt/265,Tape Archive Format,tar,true,Package,x-fmt/265,x-fmt/265,false,false
x-fmt/266,GZIP Format,"gz,z",true,Package,x-fmt/266,x-fmt/266,false,false
x-fmt/267,BZIP Compressed Archive,bz,true,Package,x-fmt/267,x-fmt/267,false,false
x-fmt/268,BZIP2 Compressed Archive,bz2,true,Package,x-fmt/268,x-fmt/268,false,false
x-fmt/269,ZOO Compressed Archive,zoo,true,Package,x-fmt/269,x-fmt/269,false,false
x-fmt/270,OS/2 Bitmap Ver. (2.0),bmp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/271,dBASE Database Ver. (III+),dbf,false,Database,fmt/101,fmt/101,false,false
x-fmt/272,dBASE Database Ver. (V),dbf,false,Database,fmt/101,fmt/101,false,false
x-fmt/273,Microsoft Word for MS-DOS Document Ver. (3.0),,false,,x-fmt/273,x-fmt/273,false,false
x-fmt/274,Microsoft Word for MS-DOS Document Ver. (1.x-4.0),doc,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/275,Microsoft Word for MS-DOS Document Ver. (5.0-5.4),doc,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/276,Microsoft Word for MS-DOS Document Ver. (5.5),doc,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/277,Real Video,rv,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
x-fmt/278,RealAudio Ver. (3),ra,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
x-fmt/279,MPEG 1/2 Audio Layer 3 Streaming,m3u,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
x-fmt/280,XML Schema Definition,xsd,false,Text (Mark-up),x-fmt/280,x-fmt/280,true,false
x-fmt/281,Extensible Stylesheet Language,xsl,false,Text (Mark-up),fmt/477,fmt/477,false,true
x-fmt/282,8-bit ANSI Text,ans,false,Text (Plain),fmt/477,fmt/477,false,false
x-fmt/283,8-bit ASCII Text,asc,false,Text (Plain),fmt/477,fmt/477,false,false
x-fmt/284,IBM DisplayWrite Final Form Text File,fft,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/285,IBM DisplayWrite Revisable Form Text File,rft,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/286,DEC Data Exchange File,dx,false,CAD,x-fmt/286,x-fmt/286,true,false
x-fmt/287,DEC WPS Plus Document,wpl,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/288,IBM DisplayWrite Document Ver. (2),,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/289,IBM DisplayWrite Document Ver. (3),,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/290,AMI Draw Vector Image,sdw,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/291,CorelDraw Drawing Ver. (7.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/292,CorelDraw Drawing Ver. (8.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/293,Hewlett Packard Graphics Language,hpgl,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/294,Micrografx Draw Ver. (3.0),drw,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/295,Micrografx Draw Ver. (4.0),"drt,drw",false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/296,Micrografx Designer Ver. (3.1),drw,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/297,Paint Shop Pro Image Ver. (6.0),"psp,pspimage",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/298,Paint Shop Pro Image Ver. (7),"psp,pspimage",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/299,X-Windows Bitmap Image Ver. (X10),xbm,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/300,X-Windows Screen Dump File Ver. (X10),"xdm,xwd",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/301,ACBM Graphics,acb,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/302,Adobe FrameMaker Document Ver. (8.0),fm,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/303,Aldus Freehand Drawing Ver. (3),fh3,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/304,Aldus Freehand Drawing Ver. (4),fh4,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/305,Apple Sound,afc,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
x-fmt/306,AutoSketch Drawing,skf,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/307,Paradox Database Memo Field (Binary Large Object),"dbq,mb",false,Database,fmt/101,fmt/101,false,false
x-fmt/308,Btrieve Database Ver. (5.1),btr,false,Database,fmt/101,fmt/101,false,false
x-fmt/309,ChiWriter Document Ver. (3),chi,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/310,CorelCHART Document,cch,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/311,dBASE Text Memo,dbt,false,Text (Structured),fmt/477,fmt/477,false,false
x-fmt/312,DesignCAD Drawing,"dc,dc2",false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/313,DesignCAD for Windows Drawing,dw2,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/314,Digital Terrain Elevation Data,"avg,dt0,dt1,dt2,dted,max,min",false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
x-fmt/315,Document Type Definition,dtd,false,Text (Mark-up),x-fmt/315,x-fmt/315,true,true
x-fmt/316,Dr Halo Bitmap,cut,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/317,ESRI Arc/View Project Ver. (2.x),apr,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
x-fmt/318,FileMaker Pro Database Ver. (3),"fm,fmp,fp,fp3",false,Database,fmt/101,fmt/101,false,false
x-fmt/319,FileMaker Pro Database Ver. (5),"fm,fmp,fp,fp5",false,Database,fmt/101,fmt/101,false,false
x-fmt/320,Fractal Image,fif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/321,Framework Database Ver. (II),"fw,fw2",false,Database,fmt/101,fmt/101,false,false
x-fmt/322,Framework Database Ver. (III),fw3,false,Database,fmt/101,fmt/101,false,false
x-fmt/323,Framework Database Ver. (IV),fw4,false,Database,fmt/101,fmt/101,false,false
x-fmt/324,Harvard Graphics Show Ver. (2.0),shw,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/325,Harvard Graphics Vector Graphics Ver. (2.0),cht,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/326,Hewlett Packard AdvanceWrite Text File,aw,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/327,IntelliDraw Vector Graphics,idw,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/328,InterBase Database,gdb,false,Database,fmt/101,fmt/101,false,false
x-fmt/329,Interleaf Document,doc,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/330,JustWrite Text Document,"jw,jwt",false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/331,Lotus 1-2-3 Spreadsheet Formatting File Ver. (2.3-2.4),"fm1,fmt",false,Spreadsheet,fmt/477,fmt/477,false,true
x-fmt/332,Lotus 1-2-3 Spreadsheet Formatting File Ver. (3.0),fm3,false,Spreadsheet,fmt/477,fmt/477,false,true
x-fmt/333,Lotus Approach View File Ver. (97),apr,false,Database,fmt/101,fmt/101,false,false
x-fmt/334,Lotus Approach View File,apt,false,Database,fmt/101,fmt/101,false,false
x-fmt/335,Lotus Freelance Smartmaster Graphics,mas,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/336,Lotus Notes Database Ver. (2),"ns2,nsf",false,Database,fmt/101,fmt/101,false,false
x-fmt/337,Lotus Notes Database Ver. (3),"ns3,nsf",false,Database,fmt/101,fmt/101,false,false
x-fmt/338,Lotus Notes Database Ver. (4),"ns4,nsf",false,Database,fmt/101,fmt/101,false,false
x-fmt/339,Lotus Notes File,box,false,Database,fmt/101,fmt/101,false,false
x-fmt/340,Lotus WordPro Document Ver. (96),lwp,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/341,Macromedia Director Ver. (PC),"dir,dxr",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
x-fmt/342,Microsoft FoxPro Memo,"fpt,frt,pjt,vct",false,Database,fmt/101,fmt/101,false,false
x-fmt/343,Microsoft Visual FoxPro Table,dbx,false,Database,fmt/101,fmt/101,false,false
x-fmt/344,Microsoft Works Database,bdb,false,Database,fmt/101,fmt/101,false,false
x-fmt/345,Microsoft Works Document,bps,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/346,Microstation CAD Drawing Ver. (95),dgn,false,CAD,x-fmt/346,x-fmt/346,true,false
x-fmt/347,MultiMate Text File Ver. (4.x),dox,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/348,Multipage Zsoft Paintbrush Bitmap Graphics,dcx,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/349,Nota Bene Text File,nb,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/350,OmniPage Pro Document Ver. (5-9),met,false,Text (Plain),fmt/477,fmt/477,false,false
x-fmt/351,PageMaker Document Ver. (3.0),pm3,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/352,PageMaker PC Document Ver. (4.0),"pm4,pt4",false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/353,Professional Write Text File,pw,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/354,SAP Document,ali,false,Text (Mark-up),fmt/477,fmt/477,false,true
x-fmt/355,SAS Data File,ssd,false,Statistics,fmt/477,fmt/477,false,true
x-fmt/356,SAS for MS-DOS Database,ssd,false,Database,fmt/101,fmt/101,false,false
x-fmt/357,Scanstudio 16-Colour Bitmap,adc,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/358,Silicon Graphics Graphics File,,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/359,StarOffice Calc Ver. (5.x),sdc,false,Spreadsheet,fmt/477,fmt/477,false,true
x-fmt/360,StarOffice Impress Ver. (5.x),sdd,false,Presentation,fmt/477,fmt/477,false,false
x-fmt/361,StatGraphics Data File,aws,false,Statistics,fmt/477,fmt/477,false,true
x-fmt/362,StratGraphics Data File,asf,false,Binary (Data),x-fmt/362,x-fmt/362,true,false
x-fmt/363,SuperCalc Spreadsheet Ver. (4),cal,false,Spreadsheet,fmt/477,fmt/477,false,true
x-fmt/364,SuperCalc Spreadsheet Ver. (5),cal,false,Spreadsheet,fmt/477,fmt/477,false,true
x-fmt/365,TeX Binary File,dvi,false,Binary (Data),x-fmt/365,x-fmt/365,true,false
fmt/160,TeX/LaTeX Device Independent Document,dvi,false,Binary (Data),fmt/477,fmt/477,false,true
x-fmt/367,Truevision TGA Bitmap Ver. (1.0),"afi,bpx,icb,tga,vda,vst",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/368,VisiCalc Database,dif,false,Database,fmt/101,fmt/101,false,false
x-fmt/369,Vista Pro Graphics,dem,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/370,WordStar for MS-DOS Document Ver. (3.0),"ws,ws3",false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/371,XYWrite for Windows Document Ver. (4.0),xyw,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/372,XYWrite Document Ver. (III+),xyp,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/373,XYWrite Document Ver. (IV),xy4,false,Word Processing,fmt/477,fmt/477,false,false
x-fmt/374,CorelDraw Drawing Ver. (9.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/375,CorelDraw Drawing Ver. (10.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/376,Paint Shop Pro Image Ver. (8),pspimage,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/377,Paint Shop Pro Image Ver. (4.00),psp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/378,CorelDraw Drawing Ver. (11.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/379,CorelDraw Drawing Ver. (3.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
x-fmt/380,dBASE for Windows database Ver. (5.0),dbf,false,Database,fmt/101,fmt/101,false,false
x-fmt/381,Dia Graphics Format,dia,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/7,Tagged Image File Format Ver. (3),,false,Image (Raster),fmt/7,fmt/7,true,false
fmt/8,Tagged Image File Format Ver. (4),,false,Image (Raster),fmt/8,fmt/8,true,false
fmt/9,Tagged Image File Format Ver. (5),,false,Image (Raster),fmt/9,fmt/9,true,false
fmt/10,Tagged Image File Format Ver. (6),,false,Image (Raster),fmt/10,fmt/10,true,false
fmt/14,Acrobat PDF 1.0 - Portable Document Format Ver. (1.0),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/15,Acrobat PDF 1.1 - Portable Document Format Ver. (1.1),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/16,Acrobat PDF 1.2 - Portable Document Format Ver. (1.2),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/17,Acrobat PDF 1.3 - Portable Document Format Ver. (1.3),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/18,Acrobat PDF 1.4 - Portable Document Format Ver. (1.4),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/19,Acrobat PDF 1.5 - Portable Document Format Ver. (1.5),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/3,Graphics Interchange Format Ver. (87a),gif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/4,Graphics Interchange Format Ver. (89a),gif,false,Image (Raster),fmt/4,fmt/4,true,false
fmt/86,PCX Ver. (0),"pcc,pcx",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/87,PCX Ver. (2),"pcc,pcx",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/88,PCX Ver. (3),"pcc,pcx",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/89,PCX Ver. (4),"pcc,pcx",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/90,PCX Ver. (5),"pcc,pcx",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/45,Rich Text Format Ver. (1.0-1.4),rtf,false,Word Processing,fmt/477,fmt/477,false,false
fmt/46,Rich Text Format Ver. (1.1),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/47,Rich Text Format Ver. (1.2),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/48,Rich Text Format Ver. (1.3),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/49,Rich Text Format Ver. (1.4),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/50,Rich Text Format Ver. (1.5-1.6),rtf,false,Word Processing,fmt/477,fmt/477,false,false
fmt/51,Rich Text Format Ver. (1.6),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/52,Rich Text Format Ver. (1.7),rtf,false,Word Processing,fmt/477,fmt/477,false,false
fmt/91,Scalable Vector Graphics Ver. (1.0),svg,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/92,Scalable Vector Graphics Ver. (1.1),svg,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/20,Acrobat PDF 1.6 - Portable Document Format Ver. (1.6),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/101,Extensible Markup Language Ver. (1.0),xml,false,Text (Mark-up),fmt/101,fmt/101,true,true
fmt/97,Hypertext Markup Language Ver. (2.0),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/98,Hypertext Markup Language Ver. (3.2),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/99,Hypertext Markup Language Ver. (4.0),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/100,Hypertext Markup Language Ver. (4.01),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/102,Extensible Hypertext Markup Language Ver. (1.0),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/103,Extensible Hypertext Markup Language Ver. (1.1),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/96,Hypertext Markup Language,"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/104,Macromedia Flash Ver. (1),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/105,Macromedia Flash Ver. (2),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/106,Macromedia Flash Ver. (3),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/107,Macromedia Flash Ver. (4),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/108,Macromedia Flash Ver. (5),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/109,Macromedia Flash Ver. (6),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/110,Macromedia Flash Ver. (7),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
x-fmt/382,Macromedia FLV Ver. (1),flv,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/6,Waveform Audio,wav,false,Audio,fmt/6,fmt/6,true,false
fmt/5,Audio/Video Interleaved Format,avi,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/2,Broadcast WAVE Ver. (1 Generic),wav,false,Audio,fmt/2,fmt/2,true,false
x-fmt/383,Flexible Image Transport System,fits,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/384,Quicktime,"mov,qtm",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
x-fmt/385,MPEG-1 Program Stream,"mpeg,mpg",false,Video,x-fmt/385,x-fmt/385,true,false
x-fmt/386,MPEG-2 Program Stream,"mod,mpeg,mpg",false,Video,x-fmt/386,x-fmt/386,true,false
fmt/93,Virtual Reality Modeling Language Ver. (1.0),wrl,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/94,Virtual Reality Modeling Language Ver. (2.0),wrl,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/11,Portable Network Graphics Ver. (1.0),png,false,Image (Raster),fmt/11,fmt/11,true,false
fmt/12,Portable Network Graphics Ver. (1.1),png,false,Image (Raster),fmt/12,fmt/12,true,false
fmt/13,Portable Network Graphics Ver. (1.2),png,false,Image (Raster),fmt/13,fmt/13,true,false
fmt/42,JPEG File Interchange Format Ver. (1.00),"jfi, jfif, jif, jpe, jpeg, jpg",false,Image (Raster),fmt/42,fmt/42,true,false
fmt/43,JPEG File Interchange Format Ver. (1.01),"jfi, jfif, jif, jpe, jpeg, jpg",false,Image (Raster),fmt/43,fmt/43,true,false
fmt/44,JPEG File Interchange Format Ver. (1.02),"jfi, jfif, jif, jpe, jpeg, jpg",false,Image (Raster),fmt/44,fmt/44,true,false
fmt/41,Raw JPEG Stream,"jfi, jfif, jif, jpe, jpeg, jpg",false,Image (Raster),fmt/41,fmt/41,true,false
fmt/112,Still Picture Interchange File Format Ver. (1.0),"jpg,spf",false,Image (Raster),fmt/112,fmt/112,true,false
x-fmt/387,Exchangeable Image File Format (Uncompressed) Ver. (2.2),"tif,tiff",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/388,Exchangeable Image File Format (Uncompressed) Ver. (2.1),"tif,tiff",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
x-fmt/389,Exchangeable Image File Format (Audio) Ver. (2.1),wav,false,Audio,x-fmt/389,x-fmt/389,true,false
x-fmt/390,Exchangeable Image File Format (Compressed) Ver. (2.1),"jpeg,jpg",false,Image (Raster),x-fmt/390,x-fmt/390,true,false
x-fmt/391,Exchangeable Image File Format (Compressed) Ver. (2.2),"jpeg,jpg",false,Image (Raster),x-fmt/391,x-fmt/391,true,false
fmt/113,Still Picture Interchange File Format Ver. (2.0),,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/55,Microsoft Excel 2.x Worksheet (xls) Ver. (2),xls,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/56,Microsoft Excel 3.0 Worksheet (xls) Ver. (3),xls,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/57,Microsoft Excel 4.0 Worksheet (xls) Ver. (4S),xls,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/58,Microsoft Excel 4.0 Workbook (xls) Ver. (4W),xlw,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/59,Microsoft Excel 5.0/95 Workbook (xls) Ver. (5/95),"xls,xlw",false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/60,Excel 95 Workbook (xls) Ver. (7),,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/61,Microsoft Excel 97 Workbook (xls) Ver. (8),"xls,xlw",false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/62,Microsoft Excel 2000-2003 Workbook (xls) Ver. (8X),"xls,xlw",false,Spreadsheet,fmt/477,fmt/477,false,true
x-fmt/392,JP2 (JPEG 2000 part 1),jp2,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/134,MPEG 1/2 Audio Layer 3,mp3,false,Audio,fmt/134,fmt/134,true,false
fmt/39,Microsoft Word Document Ver. (6.0/95),doc,false,Word Processing,fmt/477,fmt/477,false,false
fmt/40,Microsoft Word Document Ver. (97-2003),"doc,wbk",false,Word Processing,fmt/477,fmt/477,false,false
fmt/131,Advanced Systems Format,asf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/132,Windows Media Audio,"asf,wma",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/133,Windows Media Video,"asf,wmv",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
